mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
179.05516__4.587	180.06244	180.0634	C00031	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose; keto-Oxaloacetate; Deoxyribonucleic acid; Manganese	C6H12O6	Photosynthesis;Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Bile secretion;Amyotrophic lateral sclerosis;Diabetic cardiomyopathy;Purine metabolism;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Efferocytosis;Thermogenesis;Synaptic vesicle cycle;Taste transduction;Insulin secretion;Prolactin signaling pathway;Type II diabetes mellitus;Parkinson disease;Thiamine metabolism;AMPK signaling pathway;Alcoholic liver disease;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;FoxO signaling pathway;ABC transporters;Mineral absorption;Ferroptosis;Cholinergic synapse;Fat digestion and absorption;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pentose phosphate pathway;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;C5-Branched dibasic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Fatty acid elongation;Mycolic acid biosynthesis;Lysine degradation;Propanoate metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Neutrophil extracellular trap formation;Alzheimer disease;Pathways in cancer;Hepatocellular carcinoma;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Glycerolipid metabolism;Streptomycin biosynthesis;Indole alkaloid biosynthesis;Meiosis - yeast;Insulin signaling pathway;Non-alcoholic fatty liver disease;AGE-RAGE signaling pathway in diabetic complications;Biofilm formation - Vibrio cholerae;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Sulfur metabolism;Ras signaling pathway;Rap1 signaling pathway;Mitophagy - animal;Autophagy - animal;Endocytosis;Degradation of flavonoids;Primary bile acid biosynthesis;Biofilm formation - Escherichia coli;beta-Lactam resistance;Cytosolic DNA-sensing pathway;Gastric cancer;Glycerophospholipid metabolism;Adipocytokine signaling pathway	putative_multi
179.05516__4.587	180.06244	180.0634	C00124	D-Galactose; D-Galactopyranose; Reduced cytochrome c; Oxidized glutathione; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	C6H12O6	Metabolic pathways;Thyroid hormone synthesis;Chemical carcinogenesis - reactive oxygen species;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;Taste transduction;Glutathione metabolism;Mineral absorption;Ferroptosis;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Carbohydrate digestion and absorption;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Antifolate resistance;D-Amino acid metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of terpenoids and steroids;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Galactose metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Bacterial chemotaxis;Cationic antimicrobial peptide (CAMP) resistance	putative_multi
179.05516__4.587	180.06244	180.0634	C00267	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; 6-[(1R,2S)-1,2-Dihydroxypropyl]-6,7-dihydropterin; alpha-D-Glucose	C6H12O6	Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Prolactin signaling pathway;Two-component system;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Vitamin B6 metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Steroid degradation;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;Phosphotransferase system (PTS);Prostate cancer;Pathways in cancer;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Glycerophospholipid metabolism;Folate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Phosphatidylinositol signaling system;Fluid shear stress and atherosclerosis;Fructose and mannose metabolism;Steroid hormone biosynthesis;Ovarian steroidogenesis;Endocrine resistance	putative_multi
179.05516__4.587	180.06244	180.0634	C01452	Sorbose; xylo-Hexulose; p-Toluic acid; 4-Methylbenzoic acid; Toluenecarboxylic acid; Crithminic acid; Tacrine	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Xylene degradation;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Phosphotransferase system (PTS);Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of 12-, 14- and 16-membered macrolides;Toluene degradation;Flavonoid biosynthesis;Flavone and flavonol biosynthesis;Type I polyketide structures	putative_multi
179.05516__4.587	180.06244	180.0634	C01680	Nopaline; D-Nopaline; N2-(D-1,3-Dicarboxypropyl)-L-arginine; N-[(1S)-4-Carbamimidamido-1-carboxybutyl]-D-glutamic acid; D-Fuconate	C6H12O6	Metabolic pathways;ABC transporters;Arginine and proline metabolism	putative_multi
179.05516__4.587	180.06244	180.0634	C21066	[5-(Aminomethyl)furan-3-yl]methyl phosphate; 5-(Aminomethyl)-3-furanmethanol phosphate; APMF-Glu; 9Z-Hexadecenoyl-CoA; D-Galactofuranose	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Nicotinate and nicotinamide metabolism;ABC transporters;Methane metabolism;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Polyketide sugar unit biosynthesis;Biosynthesis of unsaturated fatty acids	putative_multi
179.05518__0.476	180.06235	180.0634	C00031	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose; keto-Oxaloacetate; Deoxyribonucleic acid; Manganese	C6H12O6	Photosynthesis;Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Bile secretion;Amyotrophic lateral sclerosis;Diabetic cardiomyopathy;Purine metabolism;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Efferocytosis;Thermogenesis;Synaptic vesicle cycle;Taste transduction;Insulin secretion;Prolactin signaling pathway;Type II diabetes mellitus;Parkinson disease;Thiamine metabolism;AMPK signaling pathway;Alcoholic liver disease;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;FoxO signaling pathway;ABC transporters;Mineral absorption;Ferroptosis;Cholinergic synapse;Fat digestion and absorption;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pentose phosphate pathway;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;C5-Branched dibasic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Fatty acid elongation;Mycolic acid biosynthesis;Lysine degradation;Propanoate metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Neutrophil extracellular trap formation;Alzheimer disease;Pathways in cancer;Hepatocellular carcinoma;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Glycerolipid metabolism;Streptomycin biosynthesis;Indole alkaloid biosynthesis;Meiosis - yeast;Insulin signaling pathway;Non-alcoholic fatty liver disease;AGE-RAGE signaling pathway in diabetic complications;Biofilm formation - Vibrio cholerae;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Sulfur metabolism;Ras signaling pathway;Rap1 signaling pathway;Mitophagy - animal;Autophagy - animal;Endocytosis;Degradation of flavonoids;Primary bile acid biosynthesis;Biofilm formation - Escherichia coli;beta-Lactam resistance;Cytosolic DNA-sensing pathway;Gastric cancer;Glycerophospholipid metabolism;Adipocytokine signaling pathway	putative_multi
179.05518__0.476	180.06235	180.0634	C00124	D-Galactose; D-Galactopyranose; Reduced cytochrome c; Oxidized glutathione; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	C6H12O6	Metabolic pathways;Thyroid hormone synthesis;Chemical carcinogenesis - reactive oxygen species;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;Taste transduction;Glutathione metabolism;Mineral absorption;Ferroptosis;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Carbohydrate digestion and absorption;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Antifolate resistance;D-Amino acid metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of terpenoids and steroids;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Galactose metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Peptidoglycan biosynthesis;Teichoic acid biosynthesis;Bacterial chemotaxis;Cationic antimicrobial peptide (CAMP) resistance	putative_multi
179.05518__0.476	180.06235	180.0634	C00267	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; 6-[(1R,2S)-1,2-Dihydroxypropyl]-6,7-dihydropterin; alpha-D-Glucose	C6H12O6	Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Prolactin signaling pathway;Two-component system;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Vitamin B6 metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Steroid degradation;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;Phosphotransferase system (PTS);Prostate cancer;Pathways in cancer;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Glycerophospholipid metabolism;Folate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Phosphatidylinositol signaling system;Fluid shear stress and atherosclerosis;Fructose and mannose metabolism;Steroid hormone biosynthesis;Ovarian steroidogenesis;Endocrine resistance	putative_multi
179.05518__0.476	180.06235	180.0634	C01452	Sorbose; xylo-Hexulose; p-Toluic acid; 4-Methylbenzoic acid; Toluenecarboxylic acid; Crithminic acid; Tacrine	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Xylene degradation;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Degradation of aromatic compounds;Phosphotransferase system (PTS);Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of 12-, 14- and 16-membered macrolides;Toluene degradation;Flavonoid biosynthesis;Flavone and flavonol biosynthesis;Type I polyketide structures	putative_multi
179.05518__0.476	180.06235	180.0634	C01680	Nopaline; D-Nopaline; N2-(D-1,3-Dicarboxypropyl)-L-arginine; N-[(1S)-4-Carbamimidamido-1-carboxybutyl]-D-glutamic acid; D-Fuconate	C6H12O6	Metabolic pathways;ABC transporters;Arginine and proline metabolism	putative_multi
179.05518__0.476	180.06235	180.0634	C21066	[5-(Aminomethyl)furan-3-yl]methyl phosphate; 5-(Aminomethyl)-3-furanmethanol phosphate; APMF-Glu; 9Z-Hexadecenoyl-CoA; D-Galactofuranose	C6H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Nicotinate and nicotinamide metabolism;ABC transporters;Methane metabolism;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Polyketide sugar unit biosynthesis;Biosynthesis of unsaturated fatty acids	putative_multi
179.05518__0.713	180.06245	180.0634	C00031	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose; keto-Oxaloacetate; Deoxyribonucleic acid; Manganese	C6H12O6	Photosynthesis;Carbon fixation by Calvin cycle;Metabolic pathways;Proximal tubule bicarbonate reclamation;Bile secretion;Amyotrophic lateral sclerosis;Diabetic cardiomyopathy;Purine metabolism;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors;HIF-1 signaling pathway;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Efferocytosis;Thermogenesis;Synaptic vesicle cycle;Taste transduction;Insulin secretion;Prolactin signaling pathway;Type II diabetes mellitus;Parkinson disease;Thiamine metabolism;AMPK signaling pathway;Alcoholic liver disease;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;Two-component system;FoxO signaling pathway;ABC transporters;Mineral absorption;Ferroptosis;Cholinergic synapse;Fat digestion and absorption;Glycine, serine and threonine metabolism;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Carbohydrate digestion and absorption;Protein digestion and absorption;Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Pyrimidine metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Biosynthesis of alkaloids derived from histidine and purine;Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pentose phosphate pathway;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;C5-Branched dibasic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from terpenoid and polyketide;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Vancomycin resistance;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Fatty acid elongation;Mycolic acid biosynthesis;Lysine degradation;Propanoate metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Neutrophil extracellular trap formation;Alzheimer disease;Pathways in cancer;Hepatocellular carcinoma;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Glycerolipid metabolism;Streptomycin biosynthesis;Indole alkaloid biosynthesis;Meiosis - yeast;Insulin signaling pathway;Non-alcoholic fatty liver disease;AGE-RAGE signaling pathway in diabetic complications;Biofilm formation - Vibrio cholerae;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Sulfur metabolism;Ras signaling pathway;Rap1 signaling pathway;Mitophagy - animal;Autophagy - animal;Endocytosis;Degradation of flavonoids;Primary bile acid biosynthesis;Biofilm formation - Escherichia coli;beta-Lactam resistance;Cytosolic DNA-sensing pathway;Gastric cancer;Glycerophospholipid metabolism;Adipocytokine signaling pathway	putative_multi
